#{"t_start": 1716174040.5727031, "env_id": "CurriculumMagicTowerEnv_lv1"}
r,l,t
-99980.1,10000,14.834259
-99063.1,10000,28.779309
-99980.1,10000,45.977822
1443.7,202,46.507717
-363.9,164,46.942008
1541.9,210,65.574994
1473.8,88,65.783488
1493.2,83,65.979521
1731.3,98,66.211618
1548.1,27,66.274849
-891.8,145,66.617994
1516.5,266,83.627252
-605.8,79,83.814287
805.1,441,101.018748
-292.3,141,101.352294
1561.5,212,125.523573
-556.7,81,125.716609
1494.3,70,125.885756
1588.3,21,125.934269
1405.8,53,126.061789
1433.2,89,126.271816
1454.0,79,126.460188
