#{"t_start": 1716093212.7688866, "env_id": "MagicTowerEnv-v0"}
r,l,t
-9772.0,1000,2.355863
-9772.0,1000,3.672344
-9772.0,1000,5.207302
-1751.0,269,5.865613
-63.0,338,33.444453
539.0,159,33.818702
641.0,116,34.09725
-504.0,430,58.275768
-1602.0,339,82.126291
-780.0,418,104.913443
-1361.0,583,131.368443
-130.0,290,132.051191
-250.0,329,153.380005
1020.0,36,153.466075
728.0,103,153.706628
258.0,226,177.703245
596.0,154,178.064311
284.0,200,178.535896
-195.0,263,204.515756
520.0,86,204.716783
-1204.0,545,232.460986
-1598.0,251,255.611377
487.0,135,255.927617
-1589.0,550,280.603102
-279.0,275,281.253713
454.0,152,306.707078
548.0,76,306.887108
583.0,160,307.263173
-1152.0,367,330.107275
-206.0,272,330.751453
319.0,77,354.429203
-1153.0,393,355.358909
-4162.0,721,401.478122
42.0,307,402.211749
633.0,83,402.409785
442.0,155,424.956692
-566.0,375,448.266542
618.0,69,448.429569
-34.0,275,449.07621
607.0,172,475.190485
-6265.0,706,505.313232
-3640.0,574,529.13534
-5755.0,671,553.412855
474.0,60,553.553886
-197.0,310,578.114218
-1067.0,161,578.49129
291.0,155,601.905762
-2654.0,488,623.162837
422.0,197,623.630399
-753.0,254,650.422518
-2698.0,545,680.575089
-1180.0,346,681.384678
249.0,233,705.43881
-1822.0,569,730.124567
337.0,208,730.610175
-1476.0,439,754.232018
499.0,163,754.617704
1033.0,61,779.342443
171.0,248,779.919292
-227.0,268,804.645972
382.0,89,804.855008
-837.0,356,805.690301
-4550.0,885,856.610231
-1560.0,568,884.652531
-6026.0,929,936.606135
-1198.0,328,957.97229
-2015.0,353,958.808476
-2348.0,627,1013.164945
-885.0,395,1014.089611
679.0,73,1038.1768
92.0,284,1038.842426
-2479.0,513,1059.436379
-3284.0,455,1085.906877
711.0,122,1086.189964
89.0,276,1107.921288
217.0,193,1108.37388
-2130.0,480,1133.868869
747.0,122,1134.154423
440.0,166,1160.698014
856.0,74,1160.871045
770.0,43,1160.972564
-2874.0,427,1183.7645
-403.0,300,1184.462805
-355.0,288,1209.524107
-5202.0,952,1262.462536
437.0,198,1262.926122
-1820.0,522,1286.870172
851.0,59,1287.008221
293.0,243,1307.402456
-14.0,224,1307.925078
692.0,67,1308.082595
56.0,311,1334.011599
493.0,56,1334.141206
133.0,110,1334.398816
124.0,275,1357.427539
864.0,75,1357.60457
-5619.0,1000,1411.270337
781.0,124,1411.562787
-796.0,380,1433.852369
444.0,144,1434.186579
-1394.0,348,1455.265476
-1616.0,534,1482.324097
-198.0,295,1483.016965
-2476.0,391,1506.696916
570.0,81,1506.887441
358.0,176,1531.44294
-321.0,398,1532.374816
736.0,95,1557.407465
71.0,172,1557.823323
-2881.0,434,1587.158479
-5217.0,975,1636.917066
-1330.0,328,1637.679594
696.0,108,1656.985078
-356.0,390,1657.895222
-2838.0,342,1682.906969
-3444.0,504,1701.421994
700.0,59,1701.559511
