#{"t_start": 1716093212.7678862, "env_id": "MagicTowerEnv-v0"}
r,l,t
-5125.0,889,2070.44461
131.0,234,2070.991711
-702.0,304,2096.575238
-4526.0,632,2126.659828
-110.0,266,2127.285455
178.0,95,2153.256741
-6455.0,1000,2207.69632
-2853.0,599,2238.025489
226.0,182,2238.454559
213.0,224,2263.181736
-3728.0,737,2291.656631
336.0,189,2292.106704
433.0,89,2292.314932
505.0,112,2312.764092
-2189.0,401,2313.702754
-335.0,268,2338.624493
-1223.0,124,2338.913952
62.0,76,2339.090329
-1279.0,175,2359.36827
678.0,108,2359.619366
460.0,101,2359.856425
-477.0,374,2387.217938
-918.0,89,2387.425518
551.0,134,2387.737068
358.0,194,2410.468919
-352.0,346,2411.276506
-15.0,290,2436.538881
522.0,147,2437.020463
-1948.0,677,2491.262125
642.0,90,2491.470858
-3254.0,777,2520.070546
-562.0,470,2544.446289
-979.0,408,2568.470751
520.0,198,2568.927806
420.0,168,2595.183098
-4278.0,825,2622.964636
-1476.0,547,2647.192544
518.0,124,2671.186187
-777.0,431,2672.188566
-1144.0,503,2698.861589
369.0,212,2727.561219
452.0,154,2727.918867
-357.0,335,2752.032766
868.0,71,2752.19879
-1856.0,287,2752.863401
-1413.0,292,2777.386223
86.0,223,2777.906717
486.0,138,2801.447848
-5272.0,859,2830.415929
83.0,188,2857.079313
-1224.0,256,2857.679939
338.0,223,2881.576998
348.0,217,2882.080267
476.0,85,2882.277699
612.0,187,2900.290424
-363.0,305,2901.001127
-208.0,332,2927.794941
733.0,118,2928.072497
466.0,104,2928.315039
-694.0,148,2955.393629
-4013.0,677,2981.179963
408.0,171,2981.580142
-1703.0,284,3003.464405
-4666.0,655,3026.427935
-4956.0,949,3072.402481
206.0,211,3072.895159
-2495.0,700,3121.576098
540.0,147,3121.916442
843.0,35,3121.995445
522.0,138,3122.314796
684.0,102,3146.094139
-1333.0,247,3146.671222
-510.0,387,3171.463379
-449.0,238,3172.021488
-4358.0,791,3222.572496
-4462.0,640,3249.415247
-26.0,173,3249.819407
-392.0,435,3275.20131
-272.0,257,3302.061014
896.0,61,3302.201085
-5907.0,1000,3353.69738
549.0,113,3353.960572
-938.0,293,3381.016493
-4927.0,829,3405.838402
128.0,302,3429.892669
-2248.0,640,3458.957965
-111.0,332,3480.954139
434.0,109,3481.209219
-2330.0,735,3500.76742
-2322.0,372,3529.321604
-2575.0,445,3554.37659
276.0,208,3554.856665
-204.0,306,3577.307763
-1030.0,506,3600.316367
-4906.0,736,3626.329738
-777.0,440,3650.345043
248.0,123,3674.763727
-4502.0,689,3699.226972
-3737.0,491,3722.184892
-2025.0,447,3748.593472
-2523.0,465,3774.429991
-30.0,217,3774.942665
-609.0,416,3797.820137
-983.0,376,3822.176155
614.0,113,3822.440226
352.0,128,3822.741585
-3874.0,658,3847.704462
493.0,169,3874.149243
-4863.0,1000,3924.316068
149.0,270,3924.978387
-2200.0,332,3945.546486
-55.0,321,3946.293941
363.0,178,3966.856398
-506.0,342,3967.646031
-264.0,397,3993.179235
661.0,82,3993.372279
-2291.0,431,4018.193077
-266.0,273,4039.716514
-1338.0,436,4059.493819
740.0,100,4059.724936
514.0,83,4059.915989
676.0,159,4060.284336
-335.0,367,4080.091239
-46.0,287,4107.460052
460.0,137,4107.777141
196.0,203,4108.246897
598.0,61,4108.390023
-1701.0,473,4133.728621
-126.0,282,4159.751418
894.0,63,4159.897451
650.0,118,4160.171626
670.0,98,4160.398759
-1567.0,283,4182.142603
830.0,82,4182.332603
-248.0,287,4207.233673
267.0,161,4207.605068
-3730.0,704,4230.840193
720.0,102,4257.929207
528.0,226,4258.453018
-393.0,335,4282.237846
722.0,127,4282.532059
456.0,226,4283.056182
268.0,176,4303.578614
727.0,61,4303.71974
386.0,193,4304.167901
838.0,65,4304.316002
-2786.0,903,4354.718918
-1874.0,284,4381.649297
268.0,185,4382.08237
-191.0,304,4407.971545
-238.0,290,4408.657745
790.0,68,4408.816262
601.0,88,4409.022298
215.0,177,4427.130466
-722.0,477,4455.825734
-2124.0,565,4481.752994
-424.0,350,4482.573656
-424.0,328,4505.462651
-2934.0,645,4528.443102
732.0,108,4550.772408
279.0,176,4551.179833
758.0,100,4551.41013
814.0,26,4551.47113
-353.0,358,4575.902802
-1411.0,507,4598.897419
646.0,104,4599.139486
-2228.0,714,4623.562501
14.0,232,4646.834695
-9.0,248,4647.405794
-2165.0,325,4674.563771
-1882.0,349,4700.710354
785.0,48,4700.822378
-390.0,415,4723.682214
321.0,206,4724.155585
-218.0,351,4745.927008
505.0,175,4746.332337
-3796.0,757,4795.572045
633.0,92,4795.783113
222.0,177,4796.194363
836.0,76,4796.367444
-1928.0,747,4842.006337
500.0,88,4842.212368
-3373.0,568,4869.221657
222.0,249,4869.801804
-406.0,301,4893.135202
930.0,45,4893.239721
-736.0,424,4913.208397
254.0,208,4913.689692
524.0,145,4934.183739
-885.0,503,4965.587542
-4811.0,1000,5022.884041
-956.0,392,5023.793217
-5943.0,744,5073.450228
-100.0,350,5074.264375
681.0,71,5098.405844
882.0,57,5098.537262
-3149.0,504,5125.445158
-36.0,264,5126.060676
-6823.0,877,5174.701134
-707.0,433,5203.440256
-831.0,187,5203.876325
-1878.0,553,5227.589277
530.0,76,5227.76665
792.0,102,5252.478518
-447.0,371,5253.339962
26.0,269,5277.263178
507.0,51,5277.383839
-1565.0,526,5301.065583
702.0,111,5301.321786
440.0,206,5323.745667
470.0,72,5323.914269
567.0,95,5324.136811
-1335.0,132,5324.442897
340.0,221,5347.636891
500.0,200,5348.102228
-291.0,323,5369.889089
-5197.0,916,5400.353174
200.0,217,5427.781567
456.0,114,5428.047704
-1530.0,264,5457.409169
367.0,92,5457.625275
-213.0,245,5458.193742
385.0,214,5482.278471
-4288.0,790,5509.250476
-2926.0,593,5534.70994
352.0,267,5560.047429
-874.0,485,5582.706762
-2117.0,440,5607.455083
690.0,78,5607.63923
-1988.0,497,5627.908736
-18.0,304,5628.612312
-522.0,322,5652.70489
238.0,264,5670.498468
-1229.0,224,5671.017856
-1532.0,287,5690.367082
720.0,84,5690.562702
-2297.0,619,5718.378077
-4495.0,730,5741.218807
595.0,157,5764.665259
538.0,122,5764.948457
-529.0,318,5765.687119
-154.0,350,5789.76778
-1008.0,484,5815.061771
-2897.0,617,5841.373869
278.0,260,5864.756874
484.0,198,5865.220955
345.0,87,5865.425986
-856.0,350,5888.224251
169.0,223,5910.23891
120.0,337,5911.027688
606.0,72,5911.193798
215.0,195,5932.903349
683.0,87,5933.104607
713.0,147,5933.444525
-1502.0,293,5957.54078
-2602.0,436,5979.963383
256.0,115,5980.232759
425.0,61,5980.375903
-1653.0,243,5980.940356
-1725.0,196,6003.991321
-109.0,303,6004.692067
-1127.0,282,6029.574468
793.0,58,6029.707525
-21.0,242,6053.206576
768.0,99,6053.438617
742.0,98,6053.666758
-1544.0,642,6082.924922
616.0,125,6083.212111
-54.0,331,6104.946606
555.0,89,6105.151635
623.0,102,6105.385609
494.0,157,6131.185883
626.0,79,6131.371128
172.0,258,6131.967918
-503.0,409,6156.328173
652.0,53,6156.450686
-4820.0,776,6206.733666
357.0,224,6207.251925
818.0,76,6207.428066
574.0,77,6234.484557
819.0,113,6234.747105
276.0,186,6235.181221
756.0,102,6235.418219
818.0,76,6235.595344
-2244.0,396,6262.273344
591.0,188,6289.225654
-168.0,270,6289.862263
805.0,46,6289.970784
84.0,265,6316.155892
409.0,190,6316.59709
852.0,78,6316.779123
581.0,171,6340.623476
-910.0,458,6341.682021
411.0,197,6369.493524
631.0,99,6369.724277
-2482.0,505,6395.613613
-324.0,340,6417.724383
-4260.0,780,6443.16183
-5984.0,986,6491.495104
680.0,106,6491.741949
-571.0,311,6515.504599
396.0,183,6515.928672
-408.0,406,6541.711928
-1041.0,506,6566.749273
430.0,176,6567.154669
347.0,144,6593.629092
615.0,101,6593.862802
-2774.0,438,6616.143411
324.0,156,6616.520631
748.0,159,6616.902249
827.0,65,6642.088253
719.0,123,6642.374455
-2898.0,546,6669.087718
838.0,92,6669.301994
385.0,92,6669.516073
586.0,119,6669.792209
129.0,209,6694.213369
-1896.0,279,6694.857699
-3629.0,790,6741.280662
442.0,110,6741.533694
-4419.0,678,6766.442892
-1058.0,114,6793.468963
15.0,242,6794.031309
-1242.0,285,6816.815454
-1510.0,617,6842.080947
622.0,74,6842.255517
-1398.0,460,6868.548976
-1529.0,189,6868.987037
86.0,196,6892.957807
-74.0,194,6893.407523
-442.0,368,6918.281919
673.0,70,6918.447976
-2034.0,543,6946.850485
-313.0,300,6968.99044
701.0,123,6969.275986
-802.0,149,6969.621964
-164.0,302,6991.886763
378.0,102,6992.124309
-4077.0,1000,7033.183784
834.0,69,7033.347653
183.0,245,7033.917785
-670.0,322,7057.112545
-2218.0,506,7081.70408
812.0,82,7081.896108
-937.0,166,7107.571791
379.0,202,7108.045864
551.0,183,7108.472478
328.0,143,7129.109621
-1229.0,281,7129.757668
-3209.0,386,7152.596326
238.0,255,7153.188457
-346.0,281,7175.757795
-4953.0,816,7224.651916
-390.0,330,7225.418532
405.0,149,7250.762895
-430.0,401,7251.701609
-119.0,322,7275.824671
1097.0,60,7275.962804
-6831.0,975,7330.885257
-1304.0,357,7359.026123
452.0,118,7359.299341
73.0,234,7359.838776
515.0,129,7384.398717
-1840.0,542,7408.725849
523.0,44,7408.827995
-433.0,200,7409.290326
307.0,139,7409.61143
-148.0,344,7429.950032
648.0,66,7430.103081
-616.0,344,7456.514341
-1800.0,348,7479.900176
-147.0,233,7480.442684
346.0,107,7480.69283
201.0,200,7506.973002
-3538.0,520,7534.29893
278.0,157,7534.66309
-1794.0,369,7558.220526
340.0,176,7558.630686
-46.0,341,7581.578682
-103.0,212,7582.071919
-3376.0,836,7627.764305
759.0,146,7628.105981
-3681.0,550,7650.509388
-467.0,193,7650.956239
260.0,247,7672.650075
-503.0,270,7673.284379
630.0,75,7696.051455
571.0,163,7696.433012
157.0,195,7696.888798
470.0,172,7717.391648
790.0,95,7717.61368
417.0,106,7717.867228
-1522.0,710,7736.890078
92.0,235,7761.593376
-4361.0,818,7789.212766
-2760.0,414,7816.117401
-2026.0,430,7838.168946
-109.0,357,7864.684891
393.0,102,7864.920048
-888.0,499,7891.962804
-5859.0,868,7941.233867
-2419.0,433,7968.922724
693.0,77,7969.102878
130.0,260,7969.702132
-404.0,281,7993.361308
650.0,118,7993.634447
724.0,53,7993.75755
-607.0,396,8018.674735
-2960.0,888,8071.730069
-81.0,230,8072.26542
-758.0,284,8093.289013
965.0,66,8093.443036
158.0,178,8093.863537
-5295.0,1000,8137.561635
-1516.0,133,8137.869993
158.0,196,8160.758904
-1386.0,480,8185.258042
-2492.0,888,8211.18656
-160.0,289,8234.165698
613.0,26,8234.226754
-2039.0,398,8256.124631
-387.0,275,8256.768563
-5022.0,942,8304.636765
687.0,79,8304.8228
135.0,248,8326.960519
368.0,85,8327.155079
-2386.0,412,8352.316884
708.0,42,8352.416404
188.0,175,8352.825479
512.0,130,8353.127108
408.0,117,8373.757103
640.0,119,8374.031529
971.0,38,8374.120041
168.0,262,8374.730143
-49.0,315,8400.61374
624.0,135,8401.137186
59.0,270,8422.319889
-24.0,216,8422.839085
739.0,76,8423.015368
-2197.0,412,8443.83081
-936.0,520,8465.599004
-1357.0,489,8485.859325
-992.0,432,8508.338188
22.0,215,8508.839523
-565.0,345,8530.11156
624.0,117,8530.381828
598.0,134,8557.446056
422.0,103,8557.685245
-3086.0,798,8577.680928
672.0,51,8577.799162
-1672.0,253,8604.000218
-2587.0,356,8627.196706
514.0,101,8627.434269
183.0,191,8627.880851
-2096.0,564,8650.499771
543.0,146,8676.046973
-766.0,458,8677.107315
