#{"t_start": 1716174040.573704, "env_id": "CurriculumMagicTowerEnv_lv1"}
r,l,t
-99980.1,10000,14.833258
-99063.1,10000,28.778308
-99980.1,10000,45.976821
1499.4,129,46.326171
-292.1,139,46.667745
1521.2,109,46.976522
1526.3,47,47.132138
1442.1,218,65.728457
-1399.7,141,66.062525
1369.8,129,66.368853
1494.6,69,66.532479
1386.6,168,83.307697
1563.4,83,83.505736
1567.7,29,83.572742
-911.8,147,83.9228
1570.6,110,84.181535
-677.2,78,100.527162
122.1,323,101.292292
1484.8,77,101.475818
1165.8,189,125.591083
-397.4,92,125.810749
1379.9,125,126.110305
-315.4,64,126.260817
