#{"t_start": 1720144207.5140107, "env_id": "KeyModuleMagicTowerEnv_6x6"}
r,l,t
-1000.5,1000,2.792127
-1002.5,1000,4.529152
-1089.0,1000,6.241332
-1004.5,1000,8.316694
-1000.5,1000,10.140484
-1002.5,1000,12.391167
-1089.0,1000,14.814215
-1004.5,1000,17.271761
-1000.5,1000,19.39211
-1002.5,1000,21.247119
-1089.0,1000,23.097221
-1004.5,1000,25.071944
-1000.5,1000,26.976836
-1002.5,1000,28.990266
-1089.0,1000,30.899567
-1004.5,1000,32.777385
-1000.5,1000,34.745294
-1002.5,1000,36.603868
-1089.0,1000,38.516586
-1004.5,1000,40.424076
-1000.5,1000,42.333584
-1002.5,1000,44.493005
-1089.0,1000,46.855206
-1004.5,1000,48.98775
-1000.5,1000,51.07896
