#{"t_start": 1720055942.0686111, "env_id": "ModuleMagicTowerEnv_6x6"}
r,l,t
-61.3,416,1393.497577
-2.2,37,1397.971045
7.8,36,1398.3743
12.2,57,1399.01273
16.2,15,1399.184752
36.2,15,1399.355051
13.2,18,1399.565125
9.6,36,1399.998797
-4.6,61,1400.713579
33.8,30,1402.590418
-8.7,37,1403.009551
33.0,20,1403.235893
23.2,55,1403.866738
32.8,31,1404.227831
-245.6,563,1413.022809
34.0,19,1413.247088
-35.0,248,1420.09202
5.6,40,1424.680937
-16.8,93,1425.731549
10.6,26,1426.027662
-12.2,56,1426.675105
36.8,18,1426.885679
11.6,25,1427.178236
6.8,37,1429.557884
-10.9,99,1430.67243
14.6,22,1430.929395
-186.1,330,1437.333332
35.0,18,1437.542564
-7.8,57,1442.015369
30.0,32,1442.376644
-18.0,69,1443.169434
35.0,18,1443.377123
15.2,16,1443.561667
13.0,20,1443.795021
12.0,21,1444.039217
-57.7,171,1447.618002
1.6,73,1448.46362
35.6,21,1448.711456
34.2,17,1448.911668
33.6,23,1449.180967
16.2,15,1451.779311
27.4,31,1452.124454
31.4,27,1452.424885
34.0,19,1452.634105
-0.6,48,1453.181222
13.0,20,1453.418253
-5.3,70,1454.240213
21.0,50,1456.49419
6.0,36,1456.901107
34.0,19,1457.116741
16.6,20,1457.343284
15.2,16,1457.5238
35.2,16,1457.705831
34.2,17,1457.89904
34.0,19,1458.118488
36.8,18,1458.330578
10.0,23,1458.599144
31.0,22,1458.858281
10.0,32,1459.235685
-44.6,274,1463.687946
5.9,86,1464.650648
-8.8,105,1465.85385
-277.3,423,1473.237457
-31.2,282,1479.4111
30.4,19,1479.634152
13.6,23,1479.904266
30.4,28,1480.23034
-37.5,129,1484.631455
-15.4,61,1485.327958
-57.8,271,1490.826042
27.0,192,1495.993469
16.8,47,1496.526071
-2.6,41,1497.004402
32.0,21,1497.251436
-27.8,122,1500.851089
26.8,37,1501.271895
23.2,116,1502.625519
34.4,24,1502.9101
8.0,34,1505.676093
-24.6,90,1506.697134
16.0,55,1507.333444
-33.6,90,1510.432767
3.6,71,1511.233948
1.4,46,1511.760454
-120.4,220,1516.87114
13.6,23,1517.133731
5.0,55,1517.766157
26.0,36,1518.186787
21.0,50,1518.775694
-34.4,107,1522.051513
35.0,27,1522.367855
27.8,27,1522.690125
25.0,37,1523.132194
-27.4,100,1526.685094
10.8,33,1527.05983
21.2,48,1527.603297
-10.5,95,1528.705755
15.4,61,1531.391566
18.3,100,1532.51139
26.0,27,1532.823588
21.2,39,1533.279973
