#{"t_start": 1718528712.2435002, "env_id": "CoinModuleMagicTowerEnv_6x6"}
r,l,t
24.4,38,396.760493
41.7,20,396.806584
29.3,38,396.898115
31.0,37,396.995644
29.0,46,398.632135
20.7,48,398.749664
19.6,47,398.866192
40.3,20,398.916715
23.7,45,399.027239
33.7,28,399.097768
28.1,42,399.198299
19.9,60,400.616584
29.9,36,400.705291
28.3,39,400.80182
24.1,53,400.939345
34.7,27,401.02486
29.9,43,401.129894
-2.3,78,402.652528
36.3,31,402.726627
31.7,37,402.817163
25.1,45,402.926691
27.3,40,403.024853
31.9,34,403.108261
4.3,77,404.660866
31.5,40,404.75856
28.9,37,404.846088
35.3,32,404.92562
21.6,45,405.066142
-1.7,58,406.715362
28.0,40,406.814874
22.5,42,406.918411
38.1,25,406.978924
28.3,46,407.091103
36.9,29,407.162103
35.1,28,407.230635
33.5,45,408.540888
34.9,31,408.614926
27.9,45,408.723977
24.7,44,408.831507
28.2,37,408.922217
37.7,24,408.981748
29.5,42,409.086273
30.8,40,410.397136
25.7,43,410.504661
17.1,53,410.638709
37.3,30,410.711241
36.7,25,410.772251
37.1,33,410.85277
32.7,29,410.924844
37.3,30,412.370591
31.1,39,412.465114
22.8,48,412.582165
30.5,34,412.682241
32.1,38,412.799768
30.1,40,412.896298
40.3,20,412.945478
10.7,72,414.366632
34.1,36,414.455153
30.9,35,414.551666
26.7,49,414.674197
30.3,44,414.790782
32.7,29,414.862782
36.9,29,416.204917
35.2,30,416.278932
21.7,54,416.409983
31.7,37,416.501514
19.5,52,416.627044
27.9,45,416.736575
31.3,36,418.286319
33.5,31,418.363319
41.7,20,418.411025
25.1,45,418.521556
29.5,35,418.608066
10.5,75,418.791112
28.1,35,418.874116
24.5,47,420.746355
31.5,33,420.826885
26.1,37,420.916414
29.7,32,421.018458
38.3,22,421.075472
5.5,57,421.211699
33.5,31,421.287727
42.7,19,422.798056
13.5,58,422.942585
24.3,43,423.046118
41.3,19,423.093645
24.3,50,423.215385
31.1,32,423.293915
40.7,21,423.347911
20.4,49,424.904549
-10.7,85,425.108606
34.9,31,425.18562
36.7,32,425.268338
13.9,52,425.3959
37.1,26,427.426723
41.5,23,427.481733
33.7,28,427.549248
42.3,18,427.592778
18.7,50,427.714307
41.7,20,427.760308
40.3,20,427.808838
21.7,54,427.94022
34.6,32,428.01675
22.9,43,429.466987
24.5,47,429.579093
34.9,31,429.674615
35.5,29,429.75114
14.9,58,429.890198
37.7,24,429.950196
15.9,50,431.491762
13.7,62,431.648288
27.3,40,431.746817
45.3,15,431.781826
28.7,40,431.882355
38.5,26,431.945877
39.3,21,431.997407
14.4,55,433.660937
31.9,34,433.743468
40.7,21,433.793993
-13.5,92,434.020547
31.1,32,434.101079
41.3,19,434.149079
18.5,53,436.285797
23.9,49,436.402352
16.7,43,436.505885
12.7,70,436.68241
24.1,46,436.792443
40.7,21,436.843447
13.5,65,438.593863
13.5,58,438.763393
37.1,26,438.827631
16.3,58,438.96916
20.9,45,439.085689
38.7,23,440.627688
17.1,60,440.774217
37.3,23,440.831737
34.5,30,440.906264
32.3,42,441.015298
21.1,42,441.117832
42.1,21,441.169832
10.7,65,442.770404
36.9,29,442.841929
32.5,32,442.917628
16.9,49,443.03616
40.3,20,443.086163
38.9,27,443.150208
1.2,71,444.833452
36.1,27,444.901979
36.3,31,444.975978
26.1,37,445.066493
40.7,21,445.117558
36.7,25,445.177563
-2.9,73,445.353623
-6.5,78,447.261688
22.9,50,447.399735
-44.1,70,447.567991
36.5,28,447.637513
35.3,32,447.716043
3.1,74,449.59898
13.7,55,449.732739
36.9,29,449.805263
29.5,42,449.910799
33.1,30,449.984807
27.9,38,450.081321
34.3,33,451.558562
16.8,54,451.690092
38.9,27,451.758608
20.7,48,451.879141
33.1,30,451.955206
-28.3,125,454.173112
-0.9,85,454.376147
29.3,38,454.466673
36.3,24,454.522187
1.9,85,456.584984
35.5,36,456.679506
35.1,28,456.746036
29.4,40,456.845114
35.9,30,456.918626
35.5,29,456.98964
31.1,39,457.089169
36.7,25,457.150691
28.9,44,458.413048
31.7,37,458.504581
24.7,44,458.615111
37.5,27,458.690113
8.7,67,458.878213
15.3,66,460.63237
39.7,22,460.687625
30.3,37,460.776736
46.3,14,460.812251
36.1,27,460.87825
20.1,64,461.040305
32.7,36,461.13683
26.3,41,462.785941
11.7,71,462.957993
31.5,33,463.039523
36.1,27,463.106053
37.7,31,463.180053
44.1,19,463.226571
36.9,29,463.296575
24.1,46,465.148485
30.5,34,465.244576
44.3,16,465.284575
30.3,37,465.376097
43.3,17,465.415627
39.7,22,465.469627
21.5,50,465.592167
42.7,19,465.636687
36.7,25,465.698696
27.9,38,467.083262
39.9,26,467.154305
37.7,24,467.213343
28.7,40,467.312398
39.1,24,467.377393
44.1,19,467.426436
31.3,36,467.518247
36.3,24,467.578247
36.5,28,467.646778
29.1,41,468.863722
34.3,26,468.928759
15.6,58,469.070289
34.3,33,469.153817
22.8,48,469.273348
39.5,25,469.335877
25.0,43,469.443918
6.7,62,471.04663
38.7,23,471.101634
18.5,60,471.248675
40.3,20,471.29768
22.7,46,471.408724
4.1,80,473.11593
35.3,25,473.17893
21.7,47,473.294469
36.5,28,473.36299
22.1,41,473.462506
43.3,17,473.505516
11.1,66,473.664549
35.9,30,475.323436
33.3,18,475.367439
32.5,39,475.463967
40.5,24,475.520482
33.3,18,475.562481
22.7,53,475.690157
29.5,35,475.771687
43.3,17,475.813724
24.3,43,477.214422
36.3,24,477.273427
32.3,35,477.366955
39.3,28,477.436475
28.1,35,477.523008
12.8,58,477.662535
1.9,71,479.402073
28.9,37,479.490807
37.7,24,479.549336
25.9,40,479.646867
19.9,46,479.758571
38.3,22,479.812102
33.1,37,479.900111
38.3,22,479.978629
41.1,22,480.035156
25.1,45,481.365188
43.3,17,481.408197
30.9,35,481.491719
31.7,37,481.589247
32.7,29,481.660778
42.3,18,481.706787
30.9,42,481.814374
31.9,34,483.096412
38.3,22,483.150942
27.5,51,483.275475
31.3,36,483.365004
37.3,23,483.420536
35.3,32,483.497546
41.8,22,483.552065
20.5,44,483.659597
41.7,20,483.709603
46.3,14,485.060333
40.1,23,485.117855
33.5,31,485.194053
39.9,26,485.257578
44.3,16,485.296577
-335.3,107,485.559151
40.1,23,485.615685
